gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	celltype_NK_CD16_bright	celltype_Monocytes_non-classical	celltype_Monocytes_intermediate	celltype_iNKT_cells	celltype_T4_naive	celltype_TEM_CD8+	celltype_B_cells_memory_activated	celltype_T4_activated	celltype_T8_activated	celltype_MAIT_cells	celltype_T_gd	celltype_cDC2	celltype_T_regs	celltype_T4_memory	celltype_Monocytes_classical	celltype_B_cells_naive	celltype_Macrophages	celltype_TCM_CD8+	celltype_cDC1	celltype_TMRA_CD8+	celltype_NK_CD56_bright	celltype_T8_naive	celltype_Precursor_cells	celltype_NK_CD16_bright_activated	celltype_B_cells_naive_activated	celltype_NK_CD56_bright_activated	celltype_pDC	celltype_B_cells_memory	celltype_Plasma_cells
EBI3	Q14213	True	IL27B_HUMAN	IL27	CPI-CC09BCDA08E	0.002	0.087	0.016	0.012	0.001	0.0	0.013	0.001	0.002	0.004	0.0	0.166	0.002	0.002	0.025	0.001	0.012	0.002	0.031	0.003	0.0	0.001	0.0	0.003	0.003	0.006	0.0	0.001	0.001
EBI3	Q14213	True	IL27B_HUMAN	IL27	CPI-CC0B5110FC9	0.002	0.087	0.016	0.012	0.001	0.0	0.013	0.001	0.002	0.004	0.0	0.166	0.002	0.002	0.025	0.001	0.012	0.002	0.031	0.003	0.0	0.001	0.0	0.003	0.003	0.006	0.0	0.001	0.001
EBI3	Q14213	True	IL27B_HUMAN	IL35	CPI-CC0C3ECBD1F	0.004	0.001	0.001	0.011	0.011	0.007	0.032	0.003	0.002	0.015	0.012	0.011	0.004	0.007	0.001	0.041	0.001	0.013	0.0	0.006	0.013	0.011	0.059	0.006	0.033	0.005	0.0	0.046	0.037
EBI3	Q14213	True	IL27B_HUMAN	IL35	CPI-CC0D8A77C69	0.004	0.001	0.001	0.011	0.011	0.007	0.032	0.003	0.002	0.015	0.012	0.011	0.004	0.007	0.001	0.041	0.001	0.013	0.0	0.006	0.013	0.011	0.059	0.006	0.033	0.005	0.0	0.046	0.037
IL27	Q8NEV9	True	IL27A_HUMAN	IL27	CPI-CC09BCDA08E	0.002	0.087	0.016	0.012	0.001	0.0	0.013	0.001	0.002	0.004	0.0	0.166	0.002	0.002	0.025	0.001	0.012	0.002	0.031	0.003	0.0	0.001	0.0	0.003	0.003	0.006	0.0	0.001	0.001
IL27	Q8NEV9	True	IL27A_HUMAN	IL27	CPI-CC0B5110FC9	0.002	0.087	0.016	0.012	0.001	0.0	0.013	0.001	0.002	0.004	0.0	0.166	0.002	0.002	0.025	0.001	0.012	0.002	0.031	0.003	0.0	0.001	0.0	0.003	0.003	0.006	0.0	0.001	0.001
IL3RA	P26951	True	IL3RA_HUMAN	IL3 receptor	CPI-CS03037FE90	0.017	0.243	0.072	0.02	0.013	0.015	0.019	0.003	0.003	0.004	0.01	0.182	0.01	0.011	0.123	0.021	0.165	0.012	0.443	0.004	0.004	0.003	0.392	0.021	0.029	0.014	1.214	0.017	0.01
IL3RA	P26951	True	IL3RA_HUMAN	IL3_receptor	CPI-CS0784DAA1D	0.017	0.243	0.072	0.02	0.013	0.015	0.019	0.003	0.003	0.004	0.01	0.182	0.01	0.011	0.123	0.021	0.165	0.012	0.443	0.004	0.004	0.003	0.392	0.021	0.029	0.014	1.214	0.017	0.01
IL1RL2	Q9HB29	True	ILRL2_HUMAN	IL36 receptor	CPI-CS0A6AB5149	0.002	0.002	0.0	0.001	0.0	0.0	0.0	0.004	0.001	0.0	0.0	0.002	0.004	0.0	0.001	0.0	0.002	0.0	0.003	0.0	0.0	0.002	0.0	0.0	0.002	0.002	0.0	0.0	0.0
IL1RL2	Q9HB29	True	ILRL2_HUMAN	IL36 receptor	CPI-CS0D9B5AB86	0.002	0.002	0.0	0.001	0.0	0.0	0.0	0.004	0.001	0.0	0.0	0.002	0.004	0.0	0.001	0.0	0.002	0.0	0.003	0.0	0.0	0.002	0.0	0.0	0.002	0.002	0.0	0.0	0.0
IL1RL2	Q9HB29	True	ILRL2_HUMAN	IL36 receptor	CPI-CS04BB8F1EC	0.002	0.002	0.0	0.001	0.0	0.0	0.0	0.004	0.001	0.0	0.0	0.002	0.004	0.0	0.001	0.0	0.002	0.0	0.003	0.0	0.0	0.002	0.0	0.0	0.002	0.002	0.0	0.0	0.0
IL1RL2	Q9HB29	True	ILRL2_HUMAN	IL36_receptor	CPI-CS0A84CCCDB	0.002	0.002	0.0	0.001	0.0	0.0	0.0	0.004	0.001	0.0	0.0	0.002	0.004	0.0	0.001	0.0	0.002	0.0	0.003	0.0	0.0	0.002	0.0	0.0	0.002	0.002	0.0	0.0	0.0
IL1RL2	Q9HB29	True	ILRL2_HUMAN	IL36_receptor	CPI-CS03959C2DF	0.002	0.002	0.0	0.001	0.0	0.0	0.0	0.004	0.001	0.0	0.0	0.002	0.004	0.0	0.001	0.0	0.002	0.0	0.003	0.0	0.0	0.002	0.0	0.0	0.002	0.002	0.0	0.0	0.0
IL1RL2	Q9HB29	True	ILRL2_HUMAN	IL36_receptor	CPI-CS09B4A8389	0.002	0.002	0.0	0.001	0.0	0.0	0.0	0.004	0.001	0.0	0.0	0.002	0.004	0.0	0.001	0.0	0.002	0.0	0.003	0.0	0.0	0.002	0.0	0.0	0.002	0.002	0.0	0.0	0.0
IL5RA	Q01344	True	IL5RA_HUMAN	IL5 receptor	CPI-CS0FB8775FC	0.015	0.0	0.0	0.012	0.001	0.016	0.001	0.001	0.003	0.004	0.007	0.001	0.001	0.011	0.0	0.0	0.0	0.012	0.0	0.004	0.004	0.0	0.01	0.02	0.006	0.003	0.0	0.008	0.003
IL5RA	Q01344	True	IL5RA_HUMAN	IL5_receptor	CPI-CS089A1A4BF	0.015	0.0	0.0	0.012	0.001	0.016	0.001	0.001	0.003	0.004	0.007	0.001	0.001	0.011	0.0	0.0	0.0	0.012	0.0	0.004	0.004	0.0	0.01	0.02	0.006	0.003	0.0	0.008	0.003
IL6R	P08887	True	IL6RA_HUMAN	IL6 receptor	CPI-CS063AE1C91	0.02	0.26	0.239	0.066	0.262	0.026	0.037	0.045	0.032	0.039	0.022	0.408	0.105	0.267	0.438	0.014	0.33	0.055	0.4	0.032	0.007	0.157	0.111	0.021	0.023	0.047	0.141	0.032	0.089
IL6R	P08887	True	IL6RA_HUMAN	IL6_receptor	CPI-CS023BD53E7	0.02	0.26	0.239	0.066	0.262	0.026	0.037	0.045	0.032	0.039	0.022	0.408	0.105	0.267	0.438	0.014	0.33	0.055	0.4	0.032	0.007	0.157	0.111	0.021	0.023	0.047	0.141	0.032	0.089
IL7R	P16871	True	IL7RA_HUMAN	IL7 receptor	CPI-CS0AB9C7139	0.448	1.036	0.266	2.013	2.348	3.479	0.179	1.005	0.976	3.315	3.094	1.981	1.287	2.917	0.409	0.261	0.331	3.284	1.941	1.57	2.793	2.411	0.227	0.457	0.158	0.888	0.143	0.204	0.118
IL7R	P16871	True	IL7RA_HUMAN	IL7_receptor	CPI-CS08B606C20	0.448	1.036	0.266	2.013	2.348	3.479	0.179	1.005	0.976	3.315	3.094	1.981	1.287	2.917	0.409	0.261	0.331	3.284	1.941	1.57	2.793	2.411	0.227	0.457	0.158	0.888	0.143	0.204	0.118
IL9R	Q01113	True	IL9R_HUMAN	IL9 receptor	CPI-CS06B657CAB	0.123	0.001	0.003	0.019	0.005	0.104	0.004	0.008	0.018	0.051	0.129	0.003	0.022	0.04	0.003	0.004	0.004	0.118	0.003	0.073	0.374	0.004	0.304	0.012	0.011	0.069	0.0	0.003	0.002
IL9R	Q01113	True	IL9R_HUMAN	IL9_receptor	CPI-CS03579E0A6	0.123	0.001	0.003	0.019	0.005	0.104	0.004	0.008	0.018	0.051	0.129	0.003	0.022	0.04	0.003	0.004	0.004	0.118	0.003	0.073	0.374	0.004	0.304	0.012	0.011	0.069	0.0	0.003	0.002
LIFR	P42702	True	LIFR_HUMAN	LIFR	CPI-CS0E661878B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LIFR	P42702	True	LIFR_HUMAN	LIFR	CPI-CS07B61574B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AMHR2	Q16671	True	AMHR2_HUMAN	MIS receptor 1	CPI-CS07557A266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0
AMHR2	Q16671	True	AMHR2_HUMAN	MIS receptor 2	CPI-CS0F670E8BC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
AMHR2	Q16671	True	AMHR2_HUMAN	MIS receptor 3	CPI-CS0D4BB4458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0
AMHR2	Q16671	True	AMHR2_HUMAN	MIS_receptor_1	CPI-CS0724C54D2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0
AMHR2	Q16671	True	AMHR2_HUMAN	MIS_receptor_2	CPI-CS0F32EB9F1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
AMHR2	Q16671	True	AMHR2_HUMAN	MIS_receptor_3	CPI-CS0B5D1E156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS0A9D23000	0.114	0.001	0.002	0.01	0.012	0.087	0.002	0.003	0.03	0.027	0.068	0.013	0.005	0.009	0.002	0.013	0.001	0.073	0.002	0.089	0.127	0.092	0.0	0.044	0.003	0.043	0.0	0.002	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS06C6E2321	0.114	0.001	0.002	0.01	0.012	0.087	0.002	0.003	0.03	0.027	0.068	0.013	0.005	0.009	0.002	0.013	0.001	0.073	0.002	0.089	0.127	0.092	0.0	0.044	0.003	0.043	0.0	0.002	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS038376BA2	0.114	0.001	0.002	0.01	0.012	0.087	0.002	0.003	0.03	0.027	0.068	0.013	0.005	0.009	0.002	0.013	0.001	0.073	0.002	0.089	0.127	0.092	0.0	0.044	0.003	0.043	0.0	0.002	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS0A269FA16	0.114	0.001	0.002	0.01	0.012	0.087	0.002	0.003	0.03	0.027	0.068	0.013	0.005	0.009	0.002	0.013	0.001	0.073	0.002	0.089	0.127	0.092	0.0	0.044	0.003	0.043	0.0	0.002	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS0007697A7	0.114	0.001	0.002	0.01	0.012	0.087	0.002	0.003	0.03	0.027	0.068	0.013	0.005	0.009	0.002	0.013	0.001	0.073	0.002	0.089	0.127	0.092	0.0	0.044	0.003	0.043	0.0	0.002	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D_II_receptor	CPI-CS088059426	0.114	0.001	0.002	0.01	0.012	0.087	0.002	0.003	0.03	0.027	0.068	0.013	0.005	0.009	0.002	0.013	0.001	0.073	0.002	0.089	0.127	0.092	0.0	0.044	0.003	0.043	0.0	0.002	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D_II_receptor	CPI-CS0125C709C	0.114	0.001	0.002	0.01	0.012	0.087	0.002	0.003	0.03	0.027	0.068	0.013	0.005	0.009	0.002	0.013	0.001	0.073	0.002	0.089	0.127	0.092	0.0	0.044	0.003	0.043	0.0	0.002	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D_II_receptor	CPI-CS04AC85773	0.114	0.001	0.002	0.01	0.012	0.087	0.002	0.003	0.03	0.027	0.068	0.013	0.005	0.009	0.002	0.013	0.001	0.073	0.002	0.089	0.127	0.092	0.0	0.044	0.003	0.043	0.0	0.002	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D_II_receptor	CPI-CS0CF4B0B76	0.114	0.001	0.002	0.01	0.012	0.087	0.002	0.003	0.03	0.027	0.068	0.013	0.005	0.009	0.002	0.013	0.001	0.073	0.002	0.089	0.127	0.092	0.0	0.044	0.003	0.043	0.0	0.002	0.0
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D_II_receptor	CPI-CS036E570BB	0.114	0.001	0.002	0.01	0.012	0.087	0.002	0.003	0.03	0.027	0.068	0.013	0.005	0.009	0.002	0.013	0.001	0.073	0.002	0.089	0.127	0.092	0.0	0.044	0.003	0.043	0.0	0.002	0.0
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS0A9D23000	0.114	0.001	0.002	0.01	0.012	0.087	0.002	0.003	0.03	0.027	0.068	0.013	0.005	0.009	0.002	0.013	0.001	0.073	0.002	0.089	0.127	0.092	0.0	0.044	0.003	0.043	0.0	0.002	0.0
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS06C6E2321	0.114	0.001	0.002	0.01	0.012	0.087	0.002	0.003	0.03	0.027	0.068	0.013	0.005	0.009	0.002	0.013	0.001	0.073	0.002	0.089	0.127	0.092	0.0	0.044	0.003	0.043	0.0	0.002	0.0
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS038376BA2	0.114	0.001	0.002	0.01	0.012	0.087	0.002	0.003	0.03	0.027	0.068	0.013	0.005	0.009	0.002	0.013	0.001	0.073	0.002	0.089	0.127	0.092	0.0	0.044	0.003	0.043	0.0	0.002	0.0
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS0A269FA16	0.114	0.001	0.002	0.01	0.012	0.087	0.002	0.003	0.03	0.027	0.068	0.013	0.005	0.009	0.002	0.013	0.001	0.073	0.002	0.089	0.127	0.092	0.0	0.044	0.003	0.043	0.0	0.002	0.0
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS0007697A7	0.114	0.001	0.002	0.01	0.012	0.087	0.002	0.003	0.03	0.027	0.068	0.013	0.005	0.009	0.002	0.013	0.001	0.073	0.002	0.089	0.127	0.092	0.0	0.044	0.003	0.043	0.0	0.002	0.0
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D_II_receptor	CPI-CS088059426	0.114	0.001	0.002	0.01	0.012	0.087	0.002	0.003	0.03	0.027	0.068	0.013	0.005	0.009	0.002	0.013	0.001	0.073	0.002	0.089	0.127	0.092	0.0	0.044	0.003	0.043	0.0	0.002	0.0
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D_II_receptor	CPI-CS0125C709C	0.114	0.001	0.002	0.01	0.012	0.087	0.002	0.003	0.03	0.027	0.068	0.013	0.005	0.009	0.002	0.013	0.001	0.073	0.002	0.089	0.127	0.092	0.0	0.044	0.003	0.043	0.0	0.002	0.0
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D_II_receptor	CPI-CS04AC85773	0.114	0.001	0.002	0.01	0.012	0.087	0.002	0.003	0.03	0.027	0.068	0.013	0.005	0.009	0.002	0.013	0.001	0.073	0.002	0.089	0.127	0.092	0.0	0.044	0.003	0.043	0.0	0.002	0.0
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D_II_receptor	CPI-CS0CF4B0B76	0.114	0.001	0.002	0.01	0.012	0.087	0.002	0.003	0.03	0.027	0.068	0.013	0.005	0.009	0.002	0.013	0.001	0.073	0.002	0.089	0.127	0.092	0.0	0.044	0.003	0.043	0.0	0.002	0.0
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D_II_receptor	CPI-CS036E570BB	0.114	0.001	0.002	0.01	0.012	0.087	0.002	0.003	0.03	0.027	0.068	0.013	0.005	0.009	0.002	0.013	0.001	0.073	0.002	0.089	0.127	0.092	0.0	0.044	0.003	0.043	0.0	0.002	0.0
OSMR	Q99650	True	OSMR_HUMAN	OSMR	CPI-CS06D50EBF8	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDGFRA	P16234	True	PGFRA_HUMAN	PDGFR complex	CPI-CS0BAF97962	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.003	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
PDGFRA	P16234	True	PGFRA_HUMAN	PDGFR_complex	CPI-CS061152023	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.003	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
PDGFRB	P09619	True	PGFRB_HUMAN	PDGFR complex	CPI-CS0BAF97962	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.003	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
PDGFRB	P09619	True	PGFRB_HUMAN	PDGFR_complex	CPI-CS061152023	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.003	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
NRP1	O14786	True	NRP1_HUMAN	PlexinA1_complex3	CPI-CS0E5D1ECCE	0.002	0.059	0.038	0.015	0.01	0.004	0.013	0.001	0.002	0.023	0.013	0.016	0.008	0.011	0.043	0.003	0.085	0.009	0.119	0.003	0.0	0.005	0.002	0.011	0.005	0.002	0.0	0.017	0.011
NRP1	O14786	True	NRP1_HUMAN	PlexinA2_complex1	CPI-CS0D238C22B	0.0	0.013	0.02	0.0	0.001	0.0	0.001	0.0	0.001	0.006	0.002	0.0	0.0	0.001	0.023	0.0	0.012	0.0	0.012	0.0	0.0	0.002	0.0	0.002	0.0	0.002	0.0	0.0	0.001
NRP1	O14786	True	NRP1_HUMAN	PlexinA3_complex1	CPI-CS0AA769F5B	0.026	0.031	0.043	0.022	0.029	0.034	0.013	0.001	0.002	0.023	0.022	0.022	0.008	0.025	0.041	0.015	0.055	0.031	0.026	0.037	0.012	0.028	0.002	0.011	0.005	0.002	0.0	0.017	0.011
NRP1	O14786	True	NRP1_HUMAN	PlexinA4_complex1	CPI-CS0AB19226A	0.047	0.0	0.0	0.002	0.004	0.0	0.0	0.0	0.0	0.001	0.0	0.01	0.001	0.003	0.0	0.0	0.0	0.001	0.001	0.007	0.019	0.001	0.0	0.011	0.0	0.002	0.442	0.0	0.001
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	PlexinA1_complex3	CPI-CS0E5D1ECCE	0.002	0.059	0.038	0.015	0.01	0.004	0.013	0.001	0.002	0.023	0.013	0.016	0.008	0.011	0.043	0.003	0.085	0.009	0.119	0.003	0.0	0.005	0.002	0.011	0.005	0.002	0.0	0.017	0.011
PLXNA2	O75051	True	PLXA2_HUMAN	PlexinA2_complex1	CPI-CS0D238C22B	0.0	0.013	0.02	0.0	0.001	0.0	0.001	0.0	0.001	0.006	0.002	0.0	0.0	0.001	0.023	0.0	0.012	0.0	0.012	0.0	0.0	0.002	0.0	0.002	0.0	0.002	0.0	0.0	0.001
PLXNA3	P51805	True	PLXA3_HUMAN	PlexinA3_complex1	CPI-CS0AA769F5B	0.026	0.031	0.043	0.022	0.029	0.034	0.013	0.001	0.002	0.023	0.022	0.022	0.008	0.025	0.041	0.015	0.055	0.031	0.026	0.037	0.012	0.028	0.002	0.011	0.005	0.002	0.0	0.017	0.011
PLXNA4	Q9HCM2	True	PLXA4_HUMAN	PlexinA4_complex1	CPI-CS0AB19226A	0.047	0.0	0.0	0.002	0.004	0.0	0.0	0.0	0.0	0.001	0.0	0.01	0.001	0.003	0.0	0.0	0.0	0.001	0.001	0.007	0.019	0.001	0.0	0.011	0.0	0.002	0.442	0.0	0.001
KLRG2	A4D1S0	False	KLRG2_HUMAN		CPI-SS0A7B487D4	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.003	0.001	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0
KLRG2	A4D1S0	False	KLRG2_HUMAN		CPI-SS0FEC87269	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.003	0.001	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0
HLA-DPA1	HLADPA1	False	HLADPA1		CPI-SS028784FC6	1.855	24.354	4.274	1.352	0.747	2.933	10.765	0.473	1.406	1.242	2.035	23.906	0.833	0.862	12.826	14.233	11.408	2.207	19.723	2.931	1.733	0.821	7.976	1.309	10.157	1.352	11.877	15.404	9.148
PVR	P15151	False	PVR_HUMAN		CPI-SS00A8596B5	0.006	0.07	0.035	0.02	0.006	0.006	0.005	0.023	0.019	0.003	0.007	0.288	0.02	0.006	0.051	0.005	0.042	0.007	0.09	0.003	0.041	0.016	0.066	0.009	0.008	0.03	0.022	0.002	0.003
KLRG2	A4D1S0	False	KLRG2_HUMAN		CPI-SS044DF8749	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.003	0.001	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS0BBB4E185	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS08696CC33	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS004A55455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
FZD6	O60353	False	FZD6_HUMAN		CPI-SS082AD7B6A	0.011	0.001	0.001	0.012	0.027	0.003	0.026	0.018	0.014	0.011	0.005	0.032	0.024	0.017	0.001	0.012	0.007	0.004	0.004	0.029	0.028	0.019	0.035	0.024	0.025	0.072	0.0	0.012	0.017
FZD7	O75084	False	FZD7_HUMAN		CPI-SS070C51D94	0.0	0.005	0.002	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.009	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD6	O60353	False	FZD6_HUMAN		CPI-SS0FA326344	0.011	0.001	0.001	0.012	0.027	0.003	0.026	0.018	0.014	0.011	0.005	0.032	0.024	0.017	0.001	0.012	0.007	0.004	0.004	0.029	0.028	0.019	0.035	0.024	0.025	0.072	0.0	0.012	0.017
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B42AD9EF	0.138	0.141	0.171	0.116	0.078	0.07	0.079	0.101	0.132	0.065	0.079	0.067	0.117	0.055	0.217	0.035	0.126	0.066	0.12	0.073	0.254	0.055	0.029	0.108	0.057	0.217	0.076	0.073	0.103
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS018DF4043	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS026F29267	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS04ABF9207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS04C671343	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS0C7624041	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS0EEC04FC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS0B665DAF7	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS08FE5E88E	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS0EECFED83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
